שטראוס,1285
פלס,1284
מנגיסטו,1283
אייל,1282
דולב,1282
בר לב,1278
חזות,1276
טסלר,1276
בן פורת,1275
ברנע,1275
דאבוש,1270
הרפז,1270
לויט,1270
קויפמן,1268
אטדגי,1267
קליימן,1267
בן אברהם,1266
מיארה,1266
קושניר,1264
שחף,1264
קנפו,1263
סיטון,1262
אורבך,1260
קלר,1255
אופק,1253
אפל,1250
גרבר,1249
יזדי,1249
גלמן,1247
אלמקיס,1246
בן שיטרית,1245
שמחון,1244
שפירו,1243
מלכא,1242
עדני,1242
דגני,1240
ברקן,1231
עבודי,1230
הולצמן,1228
אבייב,1226
עופר,1225
נצר,1222
רפאילוב,1222
שליט,1219
טסמה,1218
דרי,1217
קלדרון,1215
מדמוני,1214
נחמיה,1211
בן שמחון,1210
הוד,1209
קסלר,1208
ישעיהו,1206
זר,1204
שניר,1203
מאירוביץ,1200
דנילוב,1198
דנן,1197
יום טוב,1196
ארצי,1194
בן עטר,1190
ללוש,1189
שרגא,1189
גרנות,1187
תמם,1186
גדסי,1185
עוזר,1183
חנוכייב,1179
פרדה,1177
גיא,1176
דואק,1176
נתנאל,1175
סנדלר,1175
בנישו,1172
יחיאל,1172
חגי,1170
שיין,1170
בן-דוד,1169
זלצר,1169
בלאי,1168
דר,1168
סיסו,1168
גברילוב,1167
הבר,1167
ישר,1164
פינחסוב,1163
בן ארוש,1161
ברזלי,1160
אזרד,1157
ברוק,1157
גניש,1157
אלול,1156
מלר,1155
עזריאל,1155
גולדשמידט,1152
לוינגר,1148
בן יצחק,1146
ארנון,1144
מנדלוביץ,1144
אוסטרובסקי,1139
ונטורה,1138
ליכטנשטיין,1136
קריאף,1131
מרקו,1128
רוסו,1128
חנן,1127
גבריאלי,1126
לרר,1124
אלי,1123
גורליק,1123
חסין,1122
דנון,1121
הכט,1121
שלוש,1116
קנטור,1115
רבינוביץ',1115
מחלוף,1113
פרג,1112
צפריר,1112
ורד,1109
גת,1107
שוב,1105
פורטנוי,1104
קגן,1104
טמיר,1103
הס,1102
משעלי,1102
פריימן,1102
פורטל,1101
אקשטיין,1099
טננבאום,1098
גוילי,1097
סלמון,1097
סודרי,1096
סומך,1096
בנימינוב,1095
קרואני,1095
שרוני,1094
אשורוב,1092
חנוכה,1090
הרץ,1087
בשן,1086
דמארי,1085
אלחדד,1084
קלמן,1084
שקורי,1083
ניאזוב,1081
סמט,1080
שאולוב,1080
דואני,1078
מינץ,1075
בלולו,1073
חשין,1073
הוכמן,1071
שאלתיאל,1071
ליבשיץ,1067
עצמון,1067
עבו,1065
שקולניק,1065
אסור,1064
בן שלמה,1061
פדר,1060
מיכאילוב,1058
גרינבוים,1057
זוסמן,1054
סופיר,1050
ירקוני,1049
גרינשטיין,1048
חבר,1048
פסח,1047
רפופורט,1047
ממו,1046
בן צור,1045
גביש,1044
מילשטיין,1044
אורנשטיין,1043
תם,1041
ובר,1039
דדוש,1038
סולימני,1036
וינשטיין,1035
קמינסקי,1033
גרינבאום,1032
יופה,1032
מגידש,1032
עמנואל,1031
רוטשטיין,1031
וינגרטן,1030
וינשטוק,1029
לחיאני,1024
קריספין,1024
ביסמוט,1023
בלאו,1023
שבח,1023
בנאי,1021
נוריאל,1021
ברוש,1017
ברלין,1017
קורץ,1017
אליאסי,1016
מלצר,1014
קנר,1013
קשת,1012
שגיב,1012
אסא,1011
סעד,1010
באום,1009
בלס,1009
שריג,1008
גרינוולד,1007
אדרעי,1006
